Condition,Receptor,Assay Mode,Concentration,Replicate,Method,Baseline,Amplitude,Tau Rise (s),Tau Decay (s),Peak Time (s),Peak Fluorescence (RFU),Transient R²
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-8.0,3,rise-decay fit,65.28240729497176,10.977133085144636,52.3997814999108,206.43036436478323,96.2837028009193,70.41997697920978,0.9188260063242097
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-8.0,4,rise-decay fit,65.67798363210838,7.0860518836552835,42.1989649050284,252.25638795939489,90.61198977710863,69.7980009002134,0.847632433820355
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-9.0,1,rise-decay fit,67.66298086288901,5.301882006051393,0.1504645643012832,108.76817103477511,0.9919174746078928,72.90946407507363,0.5985308219793111
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-9.0,2,rise-decay fit,69.49041842939484,2629.540456740061,61.120450952519086,61.418699394818354,61.269333204091915,74.19931464805948,0.8151714252585958
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-9.0,3,rise-decay fit,67.00871522271146,1311.8094403636558,71.03999721338727,71.54089479268528,71.28985943775216,70.3994573690758,0.8543870647215794
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-9.0,4,rise-decay fit,63.99030046445003,1.5673104999909526,0.01674057348974586,139.40745355959874,0.15114067884741944,65.55572465744811,0.3388647158571705
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-10.0,1,rise-decay fit,67.79617196370799,9.208917011768964,0.05924909471433215,67.53906574657327,0.41740342229044447,76.94032292580593,0.6054311306817534
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-10.0,2,rise-decay fit,64.52346219510548,2691.411252755025,78.01472180817252,78.35206771009074,78.18315216208725,68.79561554881866,0.8797769055942507
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-10.0,3,rise-decay fit,61.26187978151224,9.53796576453962,48.70887688104173,302.6157065798594,106.0398795661097,66.89899748142648,0.8785412573288298
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-10.0,4,rise-decay fit,64.8929485113972,2.1243829317156946,0.37154260672673883,129.83240985225586,2.182123018040671,66.97594678728974,0.3799265051260049
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-11.0,1,rise-decay fit,61.14437800219369,9.263672650183779,40.774879903268236,336.65693809612753,97.93760873405469,67.2309491220262,0.9310037863013064
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-11.0,2,rise-decay fit,64.38354149802366,10.439333609683194,29.64646925515192,326.1960365331191,78.20449285328088,71.85096238052542,0.937682337923869
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-11.0,3,rise-decay fit,61.307465928724916,10.012068785020553,37.30887068922057,355.8578883784616,93.99761114322855,68.18935005771762,0.9235180287280635
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-11.0,4,rise-decay fit,67.2184423716201,8.58762039272359,39.338087760861946,499.9999999999993,108.55438402130757,73.58633893592992,0.8757355488675855
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,Carbachol-only Control (500 nM),1,rise-decay fit,57.440644793129614,7.871131028006122,41.40290697600407,334.24527819013423,98.6964813649812,62.5735897299111,0.8837523935435023
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,Carbachol-only Control (500 nM),2,rise-decay fit,63.62756613250824,9.514838209881262,38.80981595896915,396.32568841832153,99.96614668256903,70.29719102808144,0.9277061962124283
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,Carbachol-only Control (500 nM),3,rise-decay fit,61.78960220583493,10.910125550544556,41.03624001648743,320.89501166243343,96.77290371744739,68.82736643790213,0.926562056534164
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,Carbachol-only Control (500 nM),4,rise-decay fit,62.28713754896039,10.255862205313454,52.21071430504793,499.99999999999994,131.71455203914567,69.34494920276235,0.9640442173233422
