Time (s),Carbachol Concentration (log M),Replicate,Fluorescence (RFU)
230,-10.0,1,43
235,-10.0,1,44
240,-10.0,1,44
245,-10.0,1,43
250,-10.0,1,44
255,-10.0,1,44
260,-10.0,1,44
265,-10.0,1,44
270,-10.0,1,44
275,-10.0,1,44
280,-10.0,1,44
285,-10.0,1,44
290,-10.0,1,44
295,-10.0,1,44
300,-10.0,1,44
0,-10.0,2,44
5,-10.0,2,44
10,-10.0,2,45
15,-10.0,2,45
20,-10.0,2,46
25,-10.0,2,46
30,-10.0,2,46
35,-10.0,2,46
40,-10.0,2,46
45,-10.0,2,46
50,-10.0,2,46
55,-10.0,2,47
60,-10.0,2,47
65,-10.0,2,47
70,-10.0,2,47
75,-10.0,2,47
80,-10.0,2,47
85,-10.0,2,46
90,-10.0,2,47
95,-10.0,2,47
100,-10.0,2,47
105,-10.0,2,47
110,-10.0,2,47
115,-10.0,2,47
120,-10.0,2,47
125,-10.0,2,47
130,-10.0,2,47
135,-10.0,2,47
140,-10.0,2,47
145,-10.0,2,47
150,-10.0,2,47
155,-10.0,2,47
160,-10.0,2,47
165,-10.0,2,47
170,-10.0,2,47
175,-10.0,2,47
180,-10.0,2,47
185,-10.0,2,47
190,-10.0,2,47
195,-10.0,2,47
200,-10.0,2,47
205,-10.0,2,47
210,-10.0,2,47
215,-10.0,2,47
220,-10.0,2,46
225,-10.0,2,47
230,-10.0,2,47
235,-10.0,2,47
240,-10.0,2,47
245,-10.0,2,47
250,-10.0,2,47
255,-10.0,2,47
260,-10.0,2,47
265,-10.0,2,47
270,-10.0,2,47
275,-10.0,2,47
280,-10.0,2,47
285,-10.0,2,47
290,-10.0,2,47
295,-10.0,2,47
300,-10.0,2,47
0,-10.0,3,44
5,-10.0,3,45
10,-10.0,3,46
15,-10.0,3,46
20,-10.0,3,47
25,-10.0,3,47
30,-10.0,3,47
35,-10.0,3,47
40,-10.0,3,47
45,-10.0,3,47
50,-10.0,3,48
55,-10.0,3,47
60,-10.0,3,48
65,-10.0,3,48
70,-10.0,3,48
75,-10.0,3,48
80,-10.0,3,48
85,-10.0,3,48
90,-10.0,3,48
95,-10.0,3,48
100,-10.0,3,48
105,-10.0,3,48
110,-10.0,3,48
115,-10.0,3,48
120,-10.0,3,48
125,-10.0,3,48
130,-10.0,3,48
135,-10.0,3,48
140,-10.0,3,48
145,-10.0,3,48
150,-10.0,3,48
155,-10.0,3,48
160,-10.0,3,47
165,-10.0,3,48
170,-10.0,3,48
175,-10.0,3,48
180,-10.0,3,48
185,-10.0,3,48
190,-10.0,3,48
195,-10.0,3,48
200,-10.0,3,48
205,-10.0,3,48
210,-10.0,3,48
215,-10.0,3,47
220,-10.0,3,48
225,-10.0,3,47
230,-10.0,3,48
235,-10.0,3,48
240,-10.0,3,47
245,-10.0,3,47
250,-10.0,3,47
255,-10.0,3,47
260,-10.0,3,47
265,-10.0,3,47
270,-10.0,3,47
275,-10.0,3,47
280,-10.0,3,48
285,-10.0,3,48
290,-10.0,3,47
295,-10.0,3,48
300,-10.0,3,47
0,-10.0,4,44
5,-10.0,4,45
10,-10.0,4,45
15,-10.0,4,46
20,-10.0,4,46
25,-10.0,4,47
30,-10.0,4,46
35,-10.0,4,47
40,-10.0,4,47
45,-10.0,4,47
50,-10.0,4,47
55,-10.0,4,47
60,-10.0,4,47
65,-10.0,4,47
70,-10.0,4,48
75,-10.0,4,47
80,-10.0,4,47
85,-10.0,4,48
90,-10.0,4,48
95,-10.0,4,48
100,-10.0,4,47
105,-10.0,4,47
110,-10.0,4,48
115,-10.0,4,48
120,-10.0,4,47
125,-10.0,4,47
130,-10.0,4,47
135,-10.0,4,48
140,-10.0,4,48
145,-10.0,4,47
150,-10.0,4,47
155,-10.0,4,47
160,-10.0,4,48
165,-10.0,4,47
170,-10.0,4,47
175,-10.0,4,47
180,-10.0,4,47
185,-10.0,4,48
190,-10.0,4,47
195,-10.0,4,47
200,-10.0,4,48
205,-10.0,4,47
210,-10.0,4,47
215,-10.0,4,47
220,-10.0,4,47
225,-10.0,4,47
230,-10.0,4,47
235,-10.0,4,47
240,-10.0,4,47
245,-10.0,4,47
250,-10.0,4,47
255,-10.0,4,47
260,-10.0,4,47
265,-10.0,4,47
270,-10.0,4,47
275,-10.0,4,47
280,-10.0,4,47
285,-10.0,4,47
290,-10.0,4,47
295,-10.0,4,47
300,-10.0,4,47
0,-11.0,1,38
5,-11.0,1,38
10,-11.0,1,39
15,-11.0,1,39
20,-11.0,1,39
25,-11.0,1,39
30,-11.0,1,39
35,-11.0,1,39
40,-11.0,1,39
45,-11.0,1,40
50,-11.0,1,39
55,-11.0,1,40
60,-11.0,1,40
65,-11.0,1,40
70,-11.0,1,40
75,-11.0,1,40
80,-11.0,1,40
85,-11.0,1,40
90,-11.0,1,40
95,-11.0,1,41
100,-11.0,1,40
105,-11.0,1,41
110,-11.0,1,41
115,-11.0,1,41
120,-11.0,1,41
125,-11.0,1,41
130,-11.0,1,41
135,-11.0,1,41
140,-11.0,1,41
145,-11.0,1,42
150,-11.0,1,42
155,-11.0,1,42
160,-11.0,1,42
165,-11.0,1,42
170,-11.0,1,42
175,-11.0,1,42
180,-11.0,1,42
185,-11.0,1,42
190,-11.0,1,42
195,-11.0,1,42
200,-11.0,1,42
205,-11.0,1,43
210,-11.0,1,43
215,-11.0,1,43
220,-11.0,1,43
225,-11.0,1,43
230,-11.0,1,43
235,-11.0,1,43
240,-11.0,1,43
245,-11.0,1,43
250,-11.0,1,43
255,-11.0,1,43
260,-11.0,1,43
265,-11.0,1,43
270,-11.0,1,43
275,-11.0,1,43
280,-11.0,1,43
285,-11.0,1,43
290,-11.0,1,43
295,-11.0,1,44
300,-11.0,1,44
0,-11.0,2,42
5,-11.0,2,42
10,-11.0,2,43
15,-11.0,2,43
20,-11.0,2,43
25,-11.0,2,44
30,-11.0,2,44
35,-11.0,2,44
40,-11.0,2,44
45,-11.0,2,44
50,-11.0,2,44
55,-11.0,2,44
60,-11.0,2,44
65,-11.0,2,44
70,-11.0,2,44
75,-11.0,2,45
80,-11.0,2,44
85,-11.0,2,45
90,-11.0,2,44
95,-11.0,2,45
100,-11.0,2,45
105,-11.0,2,45
110,-11.0,2,44
115,-11.0,2,45
120,-11.0,2,45
125,-11.0,2,45
130,-11.0,2,45
135,-11.0,2,45
140,-11.0,2,45
145,-11.0,2,45
150,-11.0,2,45
155,-11.0,2,45
160,-11.0,2,45
165,-11.0,2,45
170,-11.0,2,45
175,-11.0,2,45
180,-11.0,2,45
185,-11.0,2,45
190,-11.0,2,45
195,-11.0,2,45
200,-11.0,2,46
205,-11.0,2,45
210,-11.0,2,45
215,-11.0,2,46
220,-11.0,2,45
225,-11.0,2,45
230,-11.0,2,46
235,-11.0,2,45
240,-11.0,2,46
245,-11.0,2,45
250,-11.0,2,45
255,-11.0,2,46
260,-11.0,2,46
265,-11.0,2,45
270,-11.0,2,45
275,-11.0,2,45
280,-11.0,2,45
285,-11.0,2,45
290,-11.0,2,45
295,-11.0,2,46
300,-11.0,2,46
0,-11.0,3,45
5,-11.0,3,45
10,-11.0,3,46
15,-11.0,3,46
20,-11.0,3,47
25,-11.0,3,47
30,-11.0,3,47
35,-11.0,3,47
40,-11.0,3,47
45,-11.0,3,47
50,-11.0,3,47
55,-11.0,3,48
60,-11.0,3,48
65,-11.0,3,48
70,-11.0,3,49
75,-11.0,3,48
80,-11.0,3,48
85,-11.0,3,48
90,-11.0,3,49
95,-11.0,3,48
100,-11.0,3,49
105,-11.0,3,48
110,-11.0,3,48
115,-11.0,3,48
120,-11.0,3,48
125,-11.0,3,48
130,-11.0,3,48
135,-11.0,3,48
140,-11.0,3,48
145,-11.0,3,48
150,-11.0,3,49
155,-11.0,3,48
160,-11.0,3,48
165,-11.0,3,48
170,-11.0,3,48
175,-11.0,3,49
180,-11.0,3,48
185,-11.0,3,48
190,-11.0,3,48
195,-11.0,3,49
200,-11.0,3,48
205,-11.0,3,48
210,-11.0,3,48
215,-11.0,3,48
220,-11.0,3,48
225,-11.0,3,48
230,-11.0,3,48
235,-11.0,3,48
240,-11.0,3,48
245,-11.0,3,48
250,-11.0,3,48
255,-11.0,3,48
260,-11.0,3,48
265,-11.0,3,48
270,-11.0,3,48
275,-11.0,3,48
280,-11.0,3,48
285,-11.0,3,48
290,-11.0,3,48
295,-11.0,3,48
300,-11.0,3,48
0,-11.0,4,43
5,-11.0,4,44
10,-11.0,4,44
15,-11.0,4,45
20,-11.0,4,45
25,-11.0,4,46
30,-11.0,4,45
35,-11.0,4,45
40,-11.0,4,46
45,-11.0,4,46
50,-11.0,4,46
55,-11.0,4,46
60,-11.0,4,46
65,-11.0,4,46
70,-11.0,4,46
75,-11.0,4,46
80,-11.0,4,47
85,-11.0,4,46
90,-11.0,4,46
95,-11.0,4,46
100,-11.0,4,46
105,-11.0,4,47
110,-11.0,4,47
115,-11.0,4,46
120,-11.0,4,46
125,-11.0,4,46
130,-11.0,4,46
135,-11.0,4,47
140,-11.0,4,47
145,-11.0,4,47
150,-11.0,4,46
155,-11.0,4,46
160,-11.0,4,46
165,-11.0,4,46
170,-11.0,4,46
175,-11.0,4,47
180,-11.0,4,47
185,-11.0,4,46
190,-11.0,4,46
195,-11.0,4,46
200,-11.0,4,46
205,-11.0,4,46
210,-11.0,4,47
215,-11.0,4,46
220,-11.0,4,46
225,-11.0,4,46
230,-11.0,4,47
235,-11.0,4,46
240,-11.0,4,47
245,-11.0,4,46
250,-11.0,4,47
255,-11.0,4,47
260,-11.0,4,46
265,-11.0,4,46
270,-11.0,4,46
275,-11.0,4,46
280,-11.0,4,46
285,-11.0,4,46
290,-11.0,4,46
295,-11.0,4,46
300,-11.0,4,46
0,Vehicle Control,1,35
5,Vehicle Control,1,36
10,Vehicle Control,1,36
15,Vehicle Control,1,36
20,Vehicle Control,1,36
25,Vehicle Control,1,36
30,Vehicle Control,1,37
35,Vehicle Control,1,37
40,Vehicle Control,1,37
45,Vehicle Control,1,37
50,Vehicle Control,1,37
55,Vehicle Control,1,37
60,Vehicle Control,1,37
65,Vehicle Control,1,37
70,Vehicle Control,1,37
75,Vehicle Control,1,37
80,Vehicle Control,1,37
85,Vehicle Control,1,38
90,Vehicle Control,1,38
95,Vehicle Control,1,38
100,Vehicle Control,1,37
105,Vehicle Control,1,38
110,Vehicle Control,1,38
115,Vehicle Control,1,38
120,Vehicle Control,1,38
125,Vehicle Control,1,38
130,Vehicle Control,1,38
135,Vehicle Control,1,39
140,Vehicle Control,1,38
145,Vehicle Control,1,39
150,Vehicle Control,1,39
155,Vehicle Control,1,39
160,Vehicle Control,1,39
165,Vehicle Control,1,39
170,Vehicle Control,1,39
175,Vehicle Control,1,39
180,Vehicle Control,1,39
185,Vehicle Control,1,39
190,Vehicle Control,1,39
195,Vehicle Control,1,40
200,Vehicle Control,1,40
205,Vehicle Control,1,40
210,Vehicle Control,1,40
215,Vehicle Control,1,40
220,Vehicle Control,1,40
225,Vehicle Control,1,40
230,Vehicle Control,1,40
235,Vehicle Control,1,40
240,Vehicle Control,1,40
245,Vehicle Control,1,40
250,Vehicle Control,1,40
255,Vehicle Control,1,41
260,Vehicle Control,1,40
265,Vehicle Control,1,40
270,Vehicle Control,1,40
275,Vehicle Control,1,40
280,Vehicle Control,1,40
285,Vehicle Control,1,41
290,Vehicle Control,1,41
295,Vehicle Control,1,40
300,Vehicle Control,1,41
0,Vehicle Control,2,40
5,Vehicle Control,2,41
10,Vehicle Control,2,41
15,Vehicle Control,2,41
20,Vehicle Control,2,42
25,Vehicle Control,2,42
30,Vehicle Control,2,42
35,Vehicle Control,2,42
40,Vehicle Control,2,43
45,Vehicle Control,2,43
50,Vehicle Control,2,43
55,Vehicle Control,2,42
60,Vehicle Control,2,43
65,Vehicle Control,2,43
70,Vehicle Control,2,43
75,Vehicle Control,2,43
80,Vehicle Control,2,43
85,Vehicle Control,2,43
90,Vehicle Control,2,43
95,Vehicle Control,2,43
100,Vehicle Control,2,43
105,Vehicle Control,2,43
110,Vehicle Control,2,43
115,Vehicle Control,2,43
120,Vehicle Control,2,44
125,Vehicle Control,2,43
130,Vehicle Control,2,44
135,Vehicle Control,2,44
140,Vehicle Control,2,44
145,Vehicle Control,2,44
150,Vehicle Control,2,44
155,Vehicle Control,2,44
160,Vehicle Control,2,44
165,Vehicle Control,2,44
170,Vehicle Control,2,44
175,Vehicle Control,2,44
180,Vehicle Control,2,44
185,Vehicle Control,2,44
190,Vehicle Control,2,44
195,Vehicle Control,2,44
200,Vehicle Control,2,44
205,Vehicle Control,2,44
210,Vehicle Control,2,44
215,Vehicle Control,2,44
220,Vehicle Control,2,44
225,Vehicle Control,2,44
230,Vehicle Control,2,44
235,Vehicle Control,2,44
240,Vehicle Control,2,44
245,Vehicle Control,2,44
250,Vehicle Control,2,44
255,Vehicle Control,2,44
260,Vehicle Control,2,45
265,Vehicle Control,2,44
270,Vehicle Control,2,45
275,Vehicle Control,2,44
280,Vehicle Control,2,44
285,Vehicle Control,2,44
290,Vehicle Control,2,44
295,Vehicle Control,2,44
300,Vehicle Control,2,44
0,Vehicle Control,3,37
5,Vehicle Control,3,38
10,Vehicle Control,3,38
15,Vehicle Control,3,39
20,Vehicle Control,3,39
25,Vehicle Control,3,39
30,Vehicle Control,3,39
35,Vehicle Control,3,40
40,Vehicle Control,3,39
45,Vehicle Control,3,40
50,Vehicle Control,3,40
55,Vehicle Control,3,40
60,Vehicle Control,3,40
65,Vehicle Control,3,40
70,Vehicle Control,3,40
75,Vehicle Control,3,41
80,Vehicle Control,3,40
85,Vehicle Control,3,40
90,Vehicle Control,3,40
95,Vehicle Control,3,40
100,Vehicle Control,3,40
105,Vehicle Control,3,41
110,Vehicle Control,3,40
115,Vehicle Control,3,40
120,Vehicle Control,3,40
125,Vehicle Control,3,40
130,Vehicle Control,3,41
135,Vehicle Control,3,40
140,Vehicle Control,3,40
145,Vehicle Control,3,41
150,Vehicle Control,3,41
155,Vehicle Control,3,41
160,Vehicle Control,3,40
165,Vehicle Control,3,40
170,Vehicle Control,3,40
175,Vehicle Control,3,40
180,Vehicle Control,3,41
185,Vehicle Control,3,40
190,Vehicle Control,3,41
195,Vehicle Control,3,40
200,Vehicle Control,3,40
205,Vehicle Control,3,40
210,Vehicle Control,3,41
215,Vehicle Control,3,41
220,Vehicle Control,3,41
225,Vehicle Control,3,41
230,Vehicle Control,3,41
235,Vehicle Control,3,41
240,Vehicle Control,3,41
245,Vehicle Control,3,41
250,Vehicle Control,3,41
255,Vehicle Control,3,40
260,Vehicle Control,3,41
265,Vehicle Control,3,41
270,Vehicle Control,3,41
275,Vehicle Control,3,41
280,Vehicle Control,3,41
285,Vehicle Control,3,41
290,Vehicle Control,3,41
295,Vehicle Control,3,41
300,Vehicle Control,3,40
0,Vehicle Control,4,38
5,Vehicle Control,4,39
10,Vehicle Control,4,39
15,Vehicle Control,4,39
20,Vehicle Control,4,39
25,Vehicle Control,4,40
30,Vehicle Control,4,40
35,Vehicle Control,4,40
40,Vehicle Control,4,40
45,Vehicle Control,4,40
50,Vehicle Control,4,40
55,Vehicle Control,4,40
60,Vehicle Control,4,40
65,Vehicle Control,4,40
70,Vehicle Control,4,41
75,Vehicle Control,4,40
80,Vehicle Control,4,40
85,Vehicle Control,4,41
90,Vehicle Control,4,41
95,Vehicle Control,4,41
100,Vehicle Control,4,41
105,Vehicle Control,4,41
110,Vehicle Control,4,41
115,Vehicle Control,4,41
120,Vehicle Control,4,41
125,Vehicle Control,4,41
130,Vehicle Control,4,41
135,Vehicle Control,4,41
140,Vehicle Control,4,41
145,Vehicle Control,4,41
150,Vehicle Control,4,41
155,Vehicle Control,4,41
160,Vehicle Control,4,41
165,Vehicle Control,4,41
170,Vehicle Control,4,41
175,Vehicle Control,4,41
180,Vehicle Control,4,41
185,Vehicle Control,4,41
190,Vehicle Control,4,41
195,Vehicle Control,4,41
200,Vehicle Control,4,41
205,Vehicle Control,4,41
210,Vehicle Control,4,41
215,Vehicle Control,4,41
220,Vehicle Control,4,41
225,Vehicle Control,4,41
230,Vehicle Control,4,41
235,Vehicle Control,4,41
240,Vehicle Control,4,41
245,Vehicle Control,4,41
250,Vehicle Control,4,41
255,Vehicle Control,4,41
260,Vehicle Control,4,41
265,Vehicle Control,4,41
270,Vehicle Control,4,41
275,Vehicle Control,4,41
280,Vehicle Control,4,41
285,Vehicle Control,4,41
290,Vehicle Control,4,41
295,Vehicle Control,4,41
300,Vehicle Control,4,41
