Time (s),Carbachol Concentration (log M),Replicate,Fluorescence (RFU)
230,-10.0,1,51
235,-10.0,1,52
240,-10.0,1,51
245,-10.0,1,51
250,-10.0,1,51
255,-10.0,1,51
260,-10.0,1,52
265,-10.0,1,51
270,-10.0,1,51
275,-10.0,1,51
280,-10.0,1,51
285,-10.0,1,52
290,-10.0,1,52
295,-10.0,1,51
300,-10.0,1,51
0,-10.0,2,59
5,-10.0,2,61
10,-10.0,2,63
15,-10.0,2,64
20,-10.0,2,65
25,-10.0,2,66
30,-10.0,2,66
35,-10.0,2,67
40,-10.0,2,68
45,-10.0,2,68
50,-10.0,2,69
55,-10.0,2,69
60,-10.0,2,70
65,-10.0,2,69
70,-10.0,2,70
75,-10.0,2,70
80,-10.0,2,70
85,-10.0,2,70
90,-10.0,2,70
95,-10.0,2,70
100,-10.0,2,70
105,-10.0,2,70
110,-10.0,2,70
115,-10.0,2,70
120,-10.0,2,70
125,-10.0,2,70
130,-10.0,2,70
135,-10.0,2,70
140,-10.0,2,70
145,-10.0,2,69
150,-10.0,2,70
155,-10.0,2,69
160,-10.0,2,69
165,-10.0,2,69
170,-10.0,2,69
175,-10.0,2,69
180,-10.0,2,69
185,-10.0,2,69
190,-10.0,2,69
195,-10.0,2,68
200,-10.0,2,68
205,-10.0,2,68
210,-10.0,2,68
215,-10.0,2,67
220,-10.0,2,67
225,-10.0,2,68
230,-10.0,2,68
235,-10.0,2,67
240,-10.0,2,67
245,-10.0,2,67
250,-10.0,2,67
255,-10.0,2,67
260,-10.0,2,66
265,-10.0,2,66
270,-10.0,2,66
275,-10.0,2,66
280,-10.0,2,66
285,-10.0,2,66
290,-10.0,2,66
295,-10.0,2,66
300,-10.0,2,66
0,-10.0,3,59
5,-10.0,3,60
10,-10.0,3,62
15,-10.0,3,63
20,-10.0,3,64
25,-10.0,3,65
30,-10.0,3,66
35,-10.0,3,66
40,-10.0,3,67
45,-10.0,3,66
50,-10.0,3,67
55,-10.0,3,68
60,-10.0,3,68
65,-10.0,3,68
70,-10.0,3,68
75,-10.0,3,68
80,-10.0,3,68
85,-10.0,3,68
90,-10.0,3,68
95,-10.0,3,68
100,-10.0,3,68
105,-10.0,3,68
110,-10.0,3,68
115,-10.0,3,68
120,-10.0,3,68
125,-10.0,3,67
130,-10.0,3,68
135,-10.0,3,67
140,-10.0,3,67
145,-10.0,3,67
150,-10.0,3,67
155,-10.0,3,67
160,-10.0,3,67
165,-10.0,3,67
170,-10.0,3,67
175,-10.0,3,67
180,-10.0,3,66
185,-10.0,3,66
190,-10.0,3,66
195,-10.0,3,66
200,-10.0,3,66
205,-10.0,3,66
210,-10.0,3,65
215,-10.0,3,65
220,-10.0,3,65
225,-10.0,3,65
230,-10.0,3,65
235,-10.0,3,64
240,-10.0,3,65
245,-10.0,3,64
250,-10.0,3,64
255,-10.0,3,64
260,-10.0,3,64
265,-10.0,3,64
270,-10.0,3,64
275,-10.0,3,63
280,-10.0,3,63
285,-10.0,3,63
290,-10.0,3,63
295,-10.0,3,63
300,-10.0,3,63
0,-10.0,4,58
5,-10.0,4,59
10,-10.0,4,60
15,-10.0,4,62
20,-10.0,4,63
25,-10.0,4,64
30,-10.0,4,64
35,-10.0,4,65
40,-10.0,4,65
45,-10.0,4,66
50,-10.0,4,66
55,-10.0,4,66
60,-10.0,4,66
65,-10.0,4,67
70,-10.0,4,67
75,-10.0,4,67
80,-10.0,4,67
85,-10.0,4,67
90,-10.0,4,67
95,-10.0,4,67
100,-10.0,4,67
105,-10.0,4,67
110,-10.0,4,66
115,-10.0,4,67
120,-10.0,4,66
125,-10.0,4,67
130,-10.0,4,66
135,-10.0,4,66
140,-10.0,4,66
145,-10.0,4,66
150,-10.0,4,66
155,-10.0,4,66
160,-10.0,4,66
165,-10.0,4,66
170,-10.0,4,65
175,-10.0,4,65
180,-10.0,4,65
185,-10.0,4,65
190,-10.0,4,65
195,-10.0,4,65
200,-10.0,4,65
205,-10.0,4,65
210,-10.0,4,65
215,-10.0,4,65
220,-10.0,4,64
225,-10.0,4,64
230,-10.0,4,64
235,-10.0,4,64
240,-10.0,4,64
245,-10.0,4,64
250,-10.0,4,63
255,-10.0,4,64
260,-10.0,4,63
265,-10.0,4,63
270,-10.0,4,63
275,-10.0,4,63
280,-10.0,4,63
285,-10.0,4,63
290,-10.0,4,63
295,-10.0,4,63
300,-10.0,4,63
0,-11.0,1,55
5,-11.0,1,56
10,-11.0,1,56
15,-11.0,1,56
20,-11.0,1,56
25,-11.0,1,55
30,-11.0,1,55
35,-11.0,1,54
40,-11.0,1,54
45,-11.0,1,53
50,-11.0,1,53
55,-11.0,1,52
60,-11.0,1,52
65,-11.0,1,52
70,-11.0,1,51
75,-11.0,1,51
80,-11.0,1,51
85,-11.0,1,51
90,-11.0,1,51
95,-11.0,1,51
100,-11.0,1,50
105,-11.0,1,51
110,-11.0,1,50
115,-11.0,1,51
120,-11.0,1,51
125,-11.0,1,51
130,-11.0,1,51
135,-11.0,1,51
140,-11.0,1,51
145,-11.0,1,51
150,-11.0,1,51
155,-11.0,1,51
160,-11.0,1,51
165,-11.0,1,51
170,-11.0,1,51
175,-11.0,1,51
180,-11.0,1,51
185,-11.0,1,51
190,-11.0,1,52
195,-11.0,1,51
200,-11.0,1,51
205,-11.0,1,51
210,-11.0,1,51
215,-11.0,1,51
220,-11.0,1,52
225,-11.0,1,52
230,-11.0,1,51
235,-11.0,1,51
240,-11.0,1,51
245,-11.0,1,52
250,-11.0,1,51
255,-11.0,1,52
260,-11.0,1,52
265,-11.0,1,52
270,-11.0,1,52
275,-11.0,1,51
280,-11.0,1,52
285,-11.0,1,52
290,-11.0,1,52
295,-11.0,1,52
300,-11.0,1,52
0,-11.0,2,58
5,-11.0,2,59
10,-11.0,2,61
15,-11.0,2,62
20,-11.0,2,63
25,-11.0,2,64
30,-11.0,2,64
35,-11.0,2,65
40,-11.0,2,65
45,-11.0,2,66
50,-11.0,2,66
55,-11.0,2,67
60,-11.0,2,67
65,-11.0,2,67
70,-11.0,2,67
75,-11.0,2,67
80,-11.0,2,67
85,-11.0,2,67
90,-11.0,2,67
95,-11.0,2,67
100,-11.0,2,68
105,-11.0,2,67
110,-11.0,2,67
115,-11.0,2,67
120,-11.0,2,68
125,-11.0,2,67
130,-11.0,2,67
135,-11.0,2,67
140,-11.0,2,67
145,-11.0,2,67
150,-11.0,2,67
155,-11.0,2,67
160,-11.0,2,66
165,-11.0,2,66
170,-11.0,2,66
175,-11.0,2,66
180,-11.0,2,66
185,-11.0,2,66
190,-11.0,2,66
195,-11.0,2,66
200,-11.0,2,65
205,-11.0,2,65
210,-11.0,2,65
215,-11.0,2,65
220,-11.0,2,65
225,-11.0,2,65
230,-11.0,2,65
235,-11.0,2,65
240,-11.0,2,65
245,-11.0,2,65
250,-11.0,2,64
255,-11.0,2,64
260,-11.0,2,64
265,-11.0,2,64
270,-11.0,2,64
275,-11.0,2,64
280,-11.0,2,64
285,-11.0,2,64
290,-11.0,2,63
295,-11.0,2,64
300,-11.0,2,63
0,-11.0,3,54
5,-11.0,3,56
10,-11.0,3,57
15,-11.0,3,58
20,-11.0,3,58
25,-11.0,3,58
30,-11.0,3,59
35,-11.0,3,60
40,-11.0,3,61
45,-11.0,3,61
50,-11.0,3,61
55,-11.0,3,61
60,-11.0,3,61
65,-11.0,3,61
70,-11.0,3,62
75,-11.0,3,62
80,-11.0,3,61
85,-11.0,3,62
90,-11.0,3,62
95,-11.0,3,62
100,-11.0,3,62
105,-11.0,3,61
110,-11.0,3,62
115,-11.0,3,62
120,-11.0,3,62
125,-11.0,3,62
130,-11.0,3,61
135,-11.0,3,61
140,-11.0,3,61
145,-11.0,3,61
150,-11.0,3,61
155,-11.0,3,61
160,-11.0,3,61
165,-11.0,3,61
170,-11.0,3,61
175,-11.0,3,61
180,-11.0,3,60
185,-11.0,3,61
190,-11.0,3,61
195,-11.0,3,60
200,-11.0,3,60
205,-11.0,3,60
210,-11.0,3,60
215,-11.0,3,60
220,-11.0,3,60
225,-11.0,3,60
230,-11.0,3,59
235,-11.0,3,59
240,-11.0,3,59
245,-11.0,3,59
250,-11.0,3,59
255,-11.0,3,59
260,-11.0,3,59
265,-11.0,3,58
270,-11.0,3,59
275,-11.0,3,59
280,-11.0,3,59
285,-11.0,3,58
290,-11.0,3,58
295,-11.0,3,58
300,-11.0,3,58
0,-11.0,4,56
5,-11.0,4,57
10,-11.0,4,57
15,-11.0,4,58
20,-11.0,4,59
25,-11.0,4,60
30,-11.0,4,61
35,-11.0,4,61
40,-11.0,4,61
45,-11.0,4,62
50,-11.0,4,62
55,-11.0,4,62
60,-11.0,4,62
65,-11.0,4,62
70,-11.0,4,62
75,-11.0,4,63
80,-11.0,4,62
85,-11.0,4,63
90,-11.0,4,63
95,-11.0,4,63
100,-11.0,4,62
105,-11.0,4,63
110,-11.0,4,63
115,-11.0,4,63
120,-11.0,4,63
125,-11.0,4,62
130,-11.0,4,63
135,-11.0,4,63
140,-11.0,4,62
145,-11.0,4,62
150,-11.0,4,62
155,-11.0,4,62
160,-11.0,4,62
165,-11.0,4,62
170,-11.0,4,62
175,-11.0,4,62
180,-11.0,4,61
185,-11.0,4,62
190,-11.0,4,61
195,-11.0,4,61
200,-11.0,4,61
205,-11.0,4,61
210,-11.0,4,61
215,-11.0,4,61
220,-11.0,4,61
225,-11.0,4,61
230,-11.0,4,61
235,-11.0,4,60
240,-11.0,4,60
245,-11.0,4,60
250,-11.0,4,60
255,-11.0,4,60
260,-11.0,4,60
265,-11.0,4,60
270,-11.0,4,60
275,-11.0,4,60
280,-11.0,4,60
285,-11.0,4,60
290,-11.0,4,60
295,-11.0,4,59
300,-11.0,4,59
0,Vehicle Control,1,44
5,Vehicle Control,1,46
10,Vehicle Control,1,46
15,Vehicle Control,1,47
20,Vehicle Control,1,47
25,Vehicle Control,1,48
30,Vehicle Control,1,48
35,Vehicle Control,1,48
40,Vehicle Control,1,48
45,Vehicle Control,1,49
50,Vehicle Control,1,49
55,Vehicle Control,1,49
60,Vehicle Control,1,49
65,Vehicle Control,1,49
70,Vehicle Control,1,50
75,Vehicle Control,1,49
80,Vehicle Control,1,50
85,Vehicle Control,1,49
90,Vehicle Control,1,50
95,Vehicle Control,1,50
100,Vehicle Control,1,50
105,Vehicle Control,1,50
110,Vehicle Control,1,50
115,Vehicle Control,1,50
120,Vehicle Control,1,50
125,Vehicle Control,1,50
130,Vehicle Control,1,50
135,Vehicle Control,1,50
140,Vehicle Control,1,50
145,Vehicle Control,1,50
150,Vehicle Control,1,50
155,Vehicle Control,1,51
160,Vehicle Control,1,51
165,Vehicle Control,1,51
170,Vehicle Control,1,50
175,Vehicle Control,1,51
180,Vehicle Control,1,51
185,Vehicle Control,1,50
190,Vehicle Control,1,51
195,Vehicle Control,1,50
200,Vehicle Control,1,51
205,Vehicle Control,1,51
210,Vehicle Control,1,51
215,Vehicle Control,1,51
220,Vehicle Control,1,51
225,Vehicle Control,1,51
230,Vehicle Control,1,51
235,Vehicle Control,1,51
240,Vehicle Control,1,51
245,Vehicle Control,1,51
250,Vehicle Control,1,51
255,Vehicle Control,1,51
260,Vehicle Control,1,50
265,Vehicle Control,1,50
270,Vehicle Control,1,51
275,Vehicle Control,1,51
280,Vehicle Control,1,50
285,Vehicle Control,1,51
290,Vehicle Control,1,50
295,Vehicle Control,1,51
300,Vehicle Control,1,51
0,Vehicle Control,2,51
5,Vehicle Control,2,51
10,Vehicle Control,2,53
15,Vehicle Control,2,53
20,Vehicle Control,2,54
25,Vehicle Control,2,54
30,Vehicle Control,2,55
35,Vehicle Control,2,55
40,Vehicle Control,2,56
45,Vehicle Control,2,56
50,Vehicle Control,2,56
55,Vehicle Control,2,56
60,Vehicle Control,2,56
65,Vehicle Control,2,56
70,Vehicle Control,2,57
75,Vehicle Control,2,57
80,Vehicle Control,2,57
85,Vehicle Control,2,57
90,Vehicle Control,2,57
95,Vehicle Control,2,57
100,Vehicle Control,2,57
105,Vehicle Control,2,58
110,Vehicle Control,2,58
115,Vehicle Control,2,57
120,Vehicle Control,2,57
125,Vehicle Control,2,57
130,Vehicle Control,2,57
135,Vehicle Control,2,57
140,Vehicle Control,2,58
145,Vehicle Control,2,57
150,Vehicle Control,2,58
155,Vehicle Control,2,57
160,Vehicle Control,2,58
165,Vehicle Control,2,57
170,Vehicle Control,2,57
175,Vehicle Control,2,57
180,Vehicle Control,2,57
185,Vehicle Control,2,58
190,Vehicle Control,2,57
195,Vehicle Control,2,57
200,Vehicle Control,2,57
205,Vehicle Control,2,57
210,Vehicle Control,2,57
215,Vehicle Control,2,57
220,Vehicle Control,2,57
225,Vehicle Control,2,57
230,Vehicle Control,2,56
235,Vehicle Control,2,57
240,Vehicle Control,2,57
245,Vehicle Control,2,57
250,Vehicle Control,2,56
255,Vehicle Control,2,56
260,Vehicle Control,2,57
265,Vehicle Control,2,56
270,Vehicle Control,2,57
275,Vehicle Control,2,57
280,Vehicle Control,2,56
285,Vehicle Control,2,56
290,Vehicle Control,2,56
295,Vehicle Control,2,56
300,Vehicle Control,2,56
0,Vehicle Control,3,51
5,Vehicle Control,3,52
10,Vehicle Control,3,52
15,Vehicle Control,3,53
20,Vehicle Control,3,54
25,Vehicle Control,3,54
30,Vehicle Control,3,54
35,Vehicle Control,3,54
40,Vehicle Control,3,54
45,Vehicle Control,3,54
50,Vehicle Control,3,54
55,Vehicle Control,3,55
60,Vehicle Control,3,54
65,Vehicle Control,3,55
70,Vehicle Control,3,55
75,Vehicle Control,3,55
80,Vehicle Control,3,55
85,Vehicle Control,3,55
90,Vehicle Control,3,55
95,Vehicle Control,3,55
100,Vehicle Control,3,54
105,Vehicle Control,3,55
110,Vehicle Control,3,54
115,Vehicle Control,3,55
120,Vehicle Control,3,54
125,Vehicle Control,3,54
130,Vehicle Control,3,54
135,Vehicle Control,3,54
140,Vehicle Control,3,54
145,Vehicle Control,3,54
150,Vehicle Control,3,54
155,Vehicle Control,3,54
160,Vehicle Control,3,54
165,Vehicle Control,3,53
170,Vehicle Control,3,54
175,Vehicle Control,3,54
180,Vehicle Control,3,53
185,Vehicle Control,3,53
190,Vehicle Control,3,53
195,Vehicle Control,3,53
200,Vehicle Control,3,53
205,Vehicle Control,3,53
210,Vehicle Control,3,53
215,Vehicle Control,3,52
220,Vehicle Control,3,53
225,Vehicle Control,3,53
230,Vehicle Control,3,53
235,Vehicle Control,3,52
240,Vehicle Control,3,53
245,Vehicle Control,3,52
250,Vehicle Control,3,52
255,Vehicle Control,3,52
260,Vehicle Control,3,52
265,Vehicle Control,3,52
270,Vehicle Control,3,52
275,Vehicle Control,3,52
280,Vehicle Control,3,52
285,Vehicle Control,3,52
290,Vehicle Control,3,52
295,Vehicle Control,3,52
300,Vehicle Control,3,51
0,Vehicle Control,4,46
5,Vehicle Control,4,48
10,Vehicle Control,4,48
15,Vehicle Control,4,49
20,Vehicle Control,4,50
25,Vehicle Control,4,50
30,Vehicle Control,4,51
35,Vehicle Control,4,51
40,Vehicle Control,4,51
45,Vehicle Control,4,52
50,Vehicle Control,4,52
55,Vehicle Control,4,52
60,Vehicle Control,4,52
65,Vehicle Control,4,52
70,Vehicle Control,4,52
75,Vehicle Control,4,52
80,Vehicle Control,4,52
85,Vehicle Control,4,52
90,Vehicle Control,4,52
95,Vehicle Control,4,53
100,Vehicle Control,4,52
105,Vehicle Control,4,53
110,Vehicle Control,4,53
115,Vehicle Control,4,52
120,Vehicle Control,4,53
125,Vehicle Control,4,52
130,Vehicle Control,4,53
135,Vehicle Control,4,53
140,Vehicle Control,4,52
145,Vehicle Control,4,52
150,Vehicle Control,4,53
155,Vehicle Control,4,52
160,Vehicle Control,4,52
165,Vehicle Control,4,52
170,Vehicle Control,4,52
175,Vehicle Control,4,53
180,Vehicle Control,4,52
185,Vehicle Control,4,52
190,Vehicle Control,4,52
195,Vehicle Control,4,52
200,Vehicle Control,4,52
205,Vehicle Control,4,52
210,Vehicle Control,4,52
215,Vehicle Control,4,51
220,Vehicle Control,4,52
225,Vehicle Control,4,51
230,Vehicle Control,4,51
235,Vehicle Control,4,51
240,Vehicle Control,4,51
245,Vehicle Control,4,52
250,Vehicle Control,4,51
255,Vehicle Control,4,51
260,Vehicle Control,4,51
265,Vehicle Control,4,51
270,Vehicle Control,4,51
275,Vehicle Control,4,51
280,Vehicle Control,4,51
285,Vehicle Control,4,51
290,Vehicle Control,4,51
295,Vehicle Control,4,51
300,Vehicle Control,4,51
