Condition,Receptor,Assay Mode,Fixed Carbachol (nM),Compound,Well,Plate Row,Replicate,Condition Label,Concentration (log M),Concentration (M),Corrected Fluorescence,B/B0,Measured cAMP (pmol/mL),Real-sample cAMP (pmol/mL),Standard-curve Linear Range Flag,Is Control,Normalized Response,Normalized Endpoint
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,B8,B,2,-10.0,-10.0,1e-10,0.267,0.338785046728972,15.97151122343572,79.8575561171786,Within 20–80% B/B0,False,88.34548637702567,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,B9,B,2,-11.0,-11.0,1e-11,0.244,0.2850467289719626,21.988282466321333,109.94141233160667,Within 20–80% B/B0,False,121.62690692864238,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C2,C,3,Vehicle Control,,,0.274,0.3551401869158879,14.567582475467201,72.83791237733601,Within 20–80% B/B0,True,80.57973607683044,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C3,C,3,-5.0,-5.0,1e-05,0.254,0.308411214953271,19.063208512773,95.316042563865,Within 20–80% B/B0,False,105.44703030332907,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C4,C,3,-6.0,-6.0,1e-06,0.279,0.36682242990654207,13.656969063944569,68.28484531972285,Within 20–80% B/B0,False,75.54273089823695,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C5,C,3,-7.0,-7.0,1e-07,0.264,0.3317757009345794,16.624721761575643,83.12360880787821,Within 20–80% B/B0,False,91.95868251678057,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C6,C,3,-8.0,-8.0,1e-08,0.275,0.3574766355140187,14.379669859698293,71.89834929849147,Within 20–80% B/B0,False,79.54030836055249,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C7,C,3,-9.0,-9.0,1e-09,0.243,0.2827102803738317,22.31273111747364,111.5636555873682,Within 20–80% B/B0,False,123.42157579180926,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C8,C,3,-10.0,-10.0,1e-10,0.228,0.24766355140186916,28.068087771704086,140.34043885852043,Within 20–80% B/B0,False,155.25699673464115,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,C9,C,3,-11.0,-11.0,1e-11,0.241,0.27803738317757004,22.981165554659402,114.905827773297,Within 20–80% B/B0,False,127.11898204461758,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D2,D,4,Vehicle Control,,,0.255,0.3107476635514019,18.799467640890917,93.99733820445459,Within 20–80% B/B0,True,103.98816299403315,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D3,D,4,-5.0,-5.0,1e-05,0.266,0.3364485981308411,16.18560102600932,80.9280051300466,Within 20–80% B/B0,False,89.52971168120183,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D4,D,4,-6.0,-6.0,1e-06,0.302,0.42056074766355134,10.246968819275965,51.234844096379824,Within 20–80% B/B0,False,56.68051266813142,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D5,D,4,-7.0,-7.0,1e-07,0.271,0.34813084112149534,15.149727893732845,75.74863946866422,Within 20–80% B/B0,False,83.79983963493143,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D6,D,4,-8.0,-8.0,1e-08,0.253,0.3060747663551402,19.33178227130655,96.65891135653276,Within 20–80% B/B0,False,106.93263044434367,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D7,D,4,-9.0,-9.0,1e-09,0.227,0.24532710280373832,28.52170982765556,142.6085491382778,Within 20–80% B/B0,False,157.766180781394,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D8,D,4,-10.0,-10.0,1e-10,0.252,0.3037383177570093,19.605312600471215,98.02656300235608,Within 20–80% B/B0,False,108.44564756782425,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,D9,D,4,-11.0,-11.0,1e-11,0.264,0.3317757009345794,16.624721761575643,83.12360880787821,Within 20–80% B/B0,False,91.95868251678057,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E2,E,5,Vehicle Control,,,0.252,0.3037383177570093,19.605312600471215,98.02656300235608,Within 20–80% B/B0,True,108.44564756782425,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E3,E,5,-5.0,-5.0,1e-05,0.267,0.338785046728972,15.97151122343572,79.8575561171786,Within 20–80% B/B0,False,88.34548637702567,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E4,E,5,-6.0,-6.0,1e-06,0.304,0.425233644859813,9.999944190861564,49.99972095430782,Within 20–80% B/B0,False,55.31411028835213,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E5,E,5,-7.0,-7.0,1e-07,0.246,0.2897196261682243,21.358052491037945,106.79026245518972,Within 20–80% B/B0,False,118.14082643714242,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E6,E,5,-8.0,-8.0,1e-08,0.264,0.3317757009345794,16.624721761575643,83.12360880787821,Within 20–80% B/B0,False,91.95868251678057,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E7,E,5,-9.0,-9.0,1e-09,0.251,0.30140186915887845,19.883927321433713,99.41963660716857,Within 20–80% B/B0,False,109.98678870912798,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E8,E,5,-10.0,-10.0,1e-10,0.265,0.3341121495327103,16.403309581135215,82.01654790567608,Within 20–80% B/B0,False,90.73395390486907,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,E9,E,5,-11.0,-11.0,1e-11,0.253,0.3060747663551402,19.33178227130655,96.65891135653276,Within 20–80% B/B0,False,106.93263044434367,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F2,F,6,Vehicle Control,,,0.264,0.3317757009345794,16.624721761575643,83.12360880787821,Within 20–80% B/B0,True,91.95868251678057,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F3,F,6,-5.0,-5.0,1e-05,0.271,0.34813084112149534,15.149727893732845,75.74863946866422,Within 20–80% B/B0,False,83.79983963493143,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F4,F,6,-6.0,-6.0,1e-06,0.268,0.3411214953271028,15.760957805780302,78.80478902890151,Within 20–80% B/B0,False,87.18082238055813,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F5,F,6,-7.0,-7.0,1e-07,0.264,0.3317757009345794,16.624721761575643,83.12360880787821,Within 20–80% B/B0,False,91.95868251678057,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F6,F,6,-8.0,-8.0,1e-08,0.247,0.2920560747663551,21.05194119527549,105.25970597637745,Within 20–80% B/B0,False,116.447589589902,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F7,F,6,-9.0,-9.0,1e-09,0.269,0.34345794392523366,15.553860820258565,77.76930410129283,Within 20–80% B/B0,False,86.03527743761703,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F8,F,6,-10.0,-10.0,1e-10,0.252,0.3037383177570093,19.605312600471215,98.02656300235608,Within 20–80% B/B0,False,108.44564756782425,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,F9,F,6,-11.0,-11.0,1e-11,0.261,0.3247663551401869,17.312068369894305,86.56034184947153,Within 20–80% B/B0,False,95.76070034540085,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G2,G,7,Vehicle Control,,,0.233,0.25934579439252337,25.94414819120648,129.7207409560324,Within 20–80% B/B0,True,143.50854834741878,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G3,G,7,-5.0,-5.0,1e-05,0.268,0.3411214953271028,15.760957805780302,78.80478902890151,Within 20–80% B/B0,False,87.18082238055813,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G4,G,7,-6.0,-6.0,1e-06,0.277,0.3621495327102804,14.012653835115954,70.06326917557976,Within 20–80% B/B0,False,77.51018054445004,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G5,G,7,-7.0,-7.0,1e-07,0.264,0.3317757009345794,16.624721761575643,83.12360880787821,Within 20–80% B/B0,False,91.95868251678057,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G6,G,7,-8.0,-8.0,1e-08,0.265,0.3341121495327103,16.403309581135215,82.01654790567608,Within 20–80% B/B0,False,90.73395390486907,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G7,G,7,-9.0,-9.0,1e-09,0.24,0.2757009345794392,23.32551834582357,116.62759172911785,Within 20–80% B/B0,False,129.02374950181633,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G8,G,7,-10.0,-10.0,1e-10,0.207,0.19859813084112146,40.30766576921869,201.53832884609344,Outside 20–80% B/B0,False,222.959511300283,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,G9,G,7,-11.0,-11.0,1e-11,0.236,0.26635514018691586,24.775106222998208,123.87553111499103,Within 20–80% B/B0,False,137.04206062238947,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H2,H,8,Vehicle Control,,,0.264,0.3317757009345794,16.624721761575643,83.12360880787821,Within 20–80% B/B0,True,91.95868251678057,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H3,H,8,-5.0,-5.0,1e-05,0.27,0.34579439252336447,15.350142642495072,76.75071321247536,Within 20–80% B/B0,False,84.90842217347968,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H4,H,8,-6.0,-6.0,1e-06,0.251,0.30140186915887845,19.883927321433713,99.41963660716857,Within 20–80% B/B0,False,109.98678870912798,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H5,H,8,-7.0,-7.0,1e-07,0.267,0.338785046728972,15.97151122343572,79.8575561171786,Within 20–80% B/B0,False,88.34548637702567,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H6,H,8,-8.0,-8.0,1e-08,0.243,0.2827102803738317,22.31273111747364,111.5636555873682,Within 20–80% B/B0,False,123.42157579180926,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H7,H,8,-9.0,-9.0,1e-09,0.251,0.30140186915887845,19.883927321433713,99.41963660716857,Within 20–80% B/B0,False,109.98678870912798,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H8,H,8,-10.0,-10.0,1e-10,0.252,0.3037383177570093,19.605312600471215,98.02656300235608,Within 20–80% B/B0,False,108.44564756782425,cAMP (% Vehicle Control)
Carbachol dose titration (M4),M4,Carbachol agonism,,Carbachol,H9,H,8,-11.0,-11.0,1e-11,0.266,0.3364485981308411,16.18560102600932,80.9280051300466,Within 20–80% B/B0,False,89.52971168120183,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A2,A,1,Vehicle Control,,,0.349,0.33195020746887965,35.822129629047055,179.11064814523527,Within 20–80% B/B0,True,101.94381698386005,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A3,A,1,-5.0,-5.0,1e-05,0.386,0.3831258644536653,26.519868149725582,132.59934074862792,Within 20–80% B/B0,False,75.47112952490436,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A4,A,1,-6.0,-6.0,1e-06,0.397,0.3983402489626557,24.330863469525898,121.65431734762949,Within 20–80% B/B0,False,69.2415866471928,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A5,A,1,-7.0,-7.0,1e-07,0.357,0.343015214384509,33.51050186834662,167.55250934173313,Within 20–80% B/B0,False,95.36530923426582,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A6,A,1,-8.0,-8.0,1e-08,0.313,0.28215767634854777,49.131893581169386,245.65946790584692,Within 20–80% B/B0,False,139.82118928093618,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A7,A,1,-9.0,-9.0,1e-09,0.346,0.3278008298755187,36.739992030611866,183.69996015305932,Within 20–80% B/B0,False,104.55590056600464,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A8,A,1,-10.0,-10.0,1e-10,0.346,0.3278008298755187,36.739992030611866,183.69996015305932,Within 20–80% B/B0,False,104.55590056600464,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,A9,A,1,-11.0,-11.0,1e-11,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,False,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B2,B,2,Vehicle Control,,,0.352,0.3360995850622407,34.93273837583751,174.66369187918755,Within 20–80% B/B0,True,99.41275754984134,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B3,B,2,-5.0,-5.0,1e-05,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,False,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B4,B,2,-6.0,-6.0,1e-06,0.373,0.36514522821576767,29.41215505926943,147.06077529634715,Within 20–80% B/B0,False,83.70209653955851,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B5,B,2,-7.0,-7.0,1e-07,0.357,0.343015214384509,33.51050186834662,167.55250934173313,Within 20–80% B/B0,False,95.36530923426582,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B6,B,2,-8.0,-8.0,1e-08,0.325,0.29875518672199175,44.07699302396049,220.38496511980244,Within 20–80% B/B0,False,125.43578387338434,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B7,B,2,-9.0,-9.0,1e-09,0.34,0.31950207468879677,38.66620511890501,193.33102559452504,Within 20–80% B/B0,False,110.03758232469174,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B8,B,2,-10.0,-10.0,1e-10,0.369,0.359612724757953,30.376861651765967,151.88430825882983,Within 20–80% B/B0,False,86.44749089011786,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,B9,B,2,-11.0,-11.0,1e-11,0.31,0.27800829875518673,50.51373867516983,252.56869337584916,Within 20–80% B/B0,False,143.75369035838744,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C2,C,3,Vehicle Control,,,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,True,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C3,C,3,-5.0,-5.0,1e-05,0.408,0.4135546334716459,22.34723575562909,111.73617877814544,Within 20–80% B/B0,False,63.59651242286091,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C4,C,3,-6.0,-6.0,1e-06,0.357,0.343015214384509,33.51050186834662,167.55250934173313,Within 20–80% B/B0,False,95.36530923426582,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C5,C,3,-7.0,-7.0,1e-07,0.34,0.31950207468879677,38.66620511890501,193.33102559452504,Within 20–80% B/B0,False,110.03758232469174,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C6,C,3,-8.0,-8.0,1e-08,0.312,0.28077455048409405,49.586876137806726,247.93438068903362,Within 20–80% B/B0,False,141.1159938881719,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C7,C,3,-9.0,-9.0,1e-09,0.329,0.3042876901798064,42.543631216702295,212.71815608351147,Within 20–80% B/B0,False,121.07209145565554,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C8,C,3,-10.0,-10.0,1e-10,0.375,0.367911479944675,28.943619994160713,144.71809997080356,Within 20–80% B/B0,False,82.36872374953785,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,C9,C,3,-11.0,-11.0,1e-11,0.312,0.28077455048409405,49.586876137806726,247.93438068903362,Within 20–80% B/B0,False,141.1159938881719,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D2,D,4,Vehicle Control,,,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,True,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D3,D,4,-5.0,-5.0,1e-05,0.397,0.3983402489626557,24.330863469525898,121.65431734762949,Within 20–80% B/B0,False,69.2415866471928,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D4,D,4,-6.0,-6.0,1e-06,0.378,0.37206085753803597,28.257432015489016,141.2871600774451,Within 20–80% B/B0,False,80.4159470040283,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D5,D,4,-7.0,-7.0,1e-07,0.37,0.3609958506224067,30.13215484431531,150.66077422157656,Within 20–80% B/B0,False,85.75109605676249,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D6,D,4,-8.0,-8.0,1e-08,0.347,0.32918395573997233,36.430798653033776,182.15399326516888,Within 20–80% B/B0,False,103.67598769028092,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D7,D,4,-9.0,-9.0,1e-09,0.338,0.3167358229598894,39.336558775152426,196.68279387576212,Within 20–80% B/B0,False,111.94529722480014,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D8,D,4,-10.0,-10.0,1e-10,0.344,0.32503457814661135,37.368332389353625,186.8416619467681,Within 20–80% B/B0,False,106.34405261610503,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,D9,D,4,-11.0,-11.0,1e-11,0.338,0.3167358229598894,39.336558775152426,196.68279387576212,Within 20–80% B/B0,False,111.94529722480014,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E2,E,5,Vehicle Control,,,0.342,0.3222683264177041,38.01026912118673,190.05134560593365,Within 20–80% B/B0,True,108.17089768039587,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E3,E,5,-5.0,-5.0,1e-05,0.381,0.376210235131397,27.5905135735837,137.9525678679185,Within 20–80% B/B0,False,78.5180081520169,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E4,E,5,-6.0,-6.0,1e-06,0.4,0.40248962655601667,23.770625068695672,118.85312534347835,Within 20–80% B/B0,False,67.64724143117705,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E5,E,5,-7.0,-7.0,1e-07,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,False,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E6,E,5,-8.0,-8.0,1e-08,0.367,0.35684647302904565,30.873523233722434,154.36761616861216,Within 20–80% B/B0,False,87.8609070643709,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E7,E,5,-9.0,-9.0,1e-09,0.347,0.32918395573997233,36.430798653033776,182.15399326516888,Within 20–80% B/B0,False,103.67598769028092,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E8,E,5,-10.0,-10.0,1e-10,0.347,0.32918395573997233,36.430798653033776,182.15399326516888,Within 20–80% B/B0,False,103.67598769028092,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,E9,E,5,-11.0,-11.0,1e-11,0.338,0.3167358229598894,39.336558775152426,196.68279387576212,Within 20–80% B/B0,False,111.94529722480014,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F2,F,6,Vehicle Control,,,0.356,0.34163208852005533,33.78913473545577,168.94567367727885,Within 20–80% B/B0,True,96.15825198514098,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F3,F,6,-5.0,-5.0,1e-05,0.406,0.4107883817427387,22.693791573966923,113.46895786983461,Within 20–80% B/B0,False,64.58275258460374,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F4,F,6,-6.0,-6.0,1e-06,0.372,0.363762102351314,29.64983216853416,148.2491608426708,Within 20–80% B/B0,False,84.3784860222343,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F5,F,6,-7.0,-7.0,1e-07,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,False,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F6,F,6,-8.0,-8.0,1e-08,0.332,0.30843706777316743,41.43855788147915,207.19278940739574,Within 20–80% B/B0,False,117.92723672461847,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F7,F,6,-9.0,-9.0,1e-09,0.343,0.32365145228215775,37.687576382755196,188.43788191377598,Within 20–80% B/B0,False,107.25256787115947,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F8,F,6,-10.0,-10.0,1e-10,0.343,0.32365145228215775,37.687576382755196,188.43788191377598,Within 20–80% B/B0,False,107.25256787115947,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,F9,F,6,-11.0,-11.0,1e-11,0.324,0.2973720608575381,44.471489296191514,222.35744648095758,Within 20–80% B/B0,False,126.55845458541606,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G2,G,7,Vehicle Control,,,0.329,0.3042876901798064,42.543631216702295,212.71815608351147,Within 20–80% B/B0,True,121.07209145565554,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G3,G,7,-5.0,-5.0,1e-05,0.391,0.39004149377593367,25.497647776235763,127.48823888117882,Within 20–80% B/B0,False,72.56206052896951,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G4,G,7,-6.0,-6.0,1e-06,0.351,0.334716459197787,35.22611307232194,176.13056536160968,Within 20–80% B/B0,False,100.24765309278676,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G5,G,7,-7.0,-7.0,1e-07,0.386,0.3831258644536653,26.519868149725582,132.59934074862792,Within 20–80% B/B0,False,75.47112952490436,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G6,G,7,-8.0,-8.0,1e-08,0.341,0.3208852005532504,38.336461433981015,191.68230716990507,Within 20–80% B/B0,False,109.09918669563294,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G7,G,7,-9.0,-9.0,1e-09,0.364,0.35269709543568467,31.637122908702228,158.18561454351115,Within 20–80% B/B0,False,90.03398460948574,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G8,G,7,-10.0,-10.0,1e-10,0.34,0.31950207468879677,38.66620511890501,193.33102559452504,Within 20–80% B/B0,False,110.03758232469174,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,G9,G,7,-11.0,-11.0,1e-11,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,False,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H2,H,8,Vehicle Control,,,0.385,0.38174273858921165,26.7300269846508,133.650134923254,Within 20–80% B/B0,True,76.06920658026135,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H3,H,8,-5.0,-5.0,1e-05,0.381,0.376210235131397,27.5905135735837,137.9525678679185,Within 20–80% B/B0,False,78.5180081520169,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H4,H,8,-6.0,-6.0,1e-06,0.354,0.338865836791148,34.35504093248365,171.77520466241822,Within 20–80% B/B0,False,97.76872680551743,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H5,H,8,-7.0,-7.0,1e-07,0.353,0.33748271092669435,34.642395084911016,173.21197542455508,Within 20–80% B/B0,False,98.5864888824224,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H6,H,8,-8.0,-8.0,1e-08,0.308,0.2752420470262794,51.463775234915786,257.3188761745789,Within 20–80% B/B0,False,146.45733623811714,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H7,H,8,-9.0,-9.0,1e-09,0.32,0.2918395573997234,46.09626821422089,230.48134107110445,Within 20–80% B/B0,False,131.1823048805842,cAMP (% Vehicle Control)
PAC-3310 dose titration (M4),M4,PAC-3310 agonism,,PAC-3310,H8,H,8,-10.0,-10.0,1e-10,0.349,0.33195020746887965,35.822129629047055,179.11064814523527,Within 20–80% B/B0,False,101.94381698386005,cAMP (% Vehicle Control)
